Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,Postal_Code,Batch,Delivery Time
steel_449,Q235C,8EGBJL9,GB/T 6060-2017,10,2700,7500,F6,2023/1/2,200002,Q7,2023/4/1
steel_450,Q245R(R-HIC),CXWNNG5,GB/T 2025-2015,25,2700,7500,F5,2023/1/2,500005,Q3,2023/1/1
steel_451,Q245R(R-HIC),2IX13U8,GB/T 2025-2015,10,2500,5000,F8,2023/1/3,300003,Q11,2023/7/1
steel_452,Q245R(R-HIC),OMYQBHG,GB/T 6060-2017,21,2700,5000,F7,2023/1/3,500005,Q6,2023/10/1
steel_453,Q245R(R-HIC),Z54FGX4,GB/T 1122-2021,21,3500,7500,F1,2023/1/1,200002,Q1,2023/1/1
steel_454,Q245R(R-HIC),CRX5AQ8,GB/T 1122-2021,16,2700,5000,F8,2023/1/3,300003,Q5,2023/10/1
steel_455,Q345R(R-HIC),3HEYBFO,GB/T 3050-2020,16,2700,7500,F8,2023/1/3,500005,Q9,2023/4/1
steel_456,Q345B,8CZMUEA,GB/T 5050-2018,16,2700,7500,F6,2023/1/3,300003,Q11,2023/7/1
steel_457,Q245R(R-HIC),TDZF6LU,GB/T 4040-2019,10,2700,7500,F4,2023/1/1,300003,Q8,2023/4/1
steel_458,Q245A,UJVZH9X,GB/T 1122-2021,25,2700,7500,F4,2023/1/2,200002,Q7,2023/4/1
steel_459,Q345B,8YVXEKN,GB/T 2025-2015,16,2700,7500,F5,2023/1/3,300003,Q2,2023/1/1
steel_460,Q345B,DIKDCW1,GB/T 3050-2020,25,2500,7500,F1,2023/1/1,300003,Q2,2023/1/1
steel_461,Q235D,YIJ5EPJ,GB/T 4040-2019,8,2500,7500,F4,2023/1/1,200002,Q1,2023/1/1
steel_462,Q345R(R-HIC),3MBJKIE,GB/T 3050-2020,25,2500,5000,F8,2023/1/1,200002,Q10,2023/7/1
steel_463,Q245R(R-HIC),8RXJ5IT,GB/T 4040-2019,16,2700,7500,F4,2023/1/2,200002,Q4,2023/10/1
steel_464,Q235B,VEC3GU5,GB/T 4040-2019,8,2500,7500,F3,2023/1/3,300003,Q5,2023/10/1
steel_465,Q345C,LG941RX,GB/T 6060-2017,8,3500,7500,F4,2023/1/1,300003,Q8,2023/4/1
steel_466,Q235C,BTHJIKU,GB/T 1122-2021,20,2700,7500,F8,2023/1/2,300003,Q8,2023/4/1
steel_467,Q245A,S72FQGP,GB/T 3050-2020,20,2700,5000,F5,2023/1/1,200002,Q1,2023/1/1
steel_468,Q235B,HC01IZP,GB/T 3050-2020,21,2500,7500,F6,2023/1/1,500005,Q9,2023/4/1
steel_469,Q345R(R-HIC),QWEFIIX,GB/T 6060-2017,8,3500,7500,F1,2023/1/1,300003,Q8,2023/4/1
steel_470,Q345C,8CZMUEA,GB/T 2025-2015,8,2700,7500,F7,2023/1/1,500005,Q9,2023/4/1
steel_471,Q345R(R-HIC),RIYO0RL,GB/T 2025-2015,16,2700,11500,F4,2023/1/1,200002,Q4,2023/10/1
steel_472,Q245A,UEA5MQ2,GB/T 1122-2021,16,2500,7500,F2,2023/1/2,300003,Q5,2023/10/1
steel_473,Q345B,B94WQ6E,GB/T 1122-2021,16,2700,11500,F2,2023/1/3,500005,Q9,2023/4/1
steel_474,Q345C,U2AOHRV,GB/T 5050-2018,25,2500,11500,F5,2023/1/3,300003,Q8,2023/4/1
steel_475,Q345B,0MVYTA0,GB/T 6060-2017,25,2500,7500,F8,2023/1/3,300003,Q11,2023/7/1
steel_476,Q245A,28F5IXF,GB/T 2025-2015,25,2700,7500,F7,2023/1/3,300003,Q8,2023/4/1
steel_477,Q235B,YHR7IB4,GB/T 4040-2019,21,2700,5000,F7,2023/1/2,500005,Q12,2023/7/1
steel_478,Q245A,4K4TR0M,GB/T 3050-2020,15,2700,7500,F3,2023/1/2,200002,Q4,2023/10/1
steel_479,Q235B,OYJ1KIP,GB/T 1122-2021,16,3500,7500,F7,2023/1/2,300003,Q5,2023/10/1
steel_480,Q345C,AJK6SED,GB/T 3050-2020,18,2700,5000,F2,2023/1/1,200002,Q4,2023/10/1
steel_481,Q345C,10HIHO7,GB/T 3050-2020,21,2700,5000,F6,2023/1/1,200002,Q4,2023/10/1
steel_482,Q245R(R-HIC),D373K6W,GB/T 5050-2018,8,2500,11500,F8,2023/1/1,500005,Q6,2023/10/1
steel_483,Q345R(R-HIC),J0ZR697,GB/T 2025-2015,16,3500,7500,F8,2023/1/3,500005,Q6,2023/10/1
steel_484,Q245R(R-HIC),UILQU2Z,GB/T 1122-2021,8,2500,7500,F4,2023/1/1,200002,Q10,2023/7/1
steel_485,Q345R(R-HIC),C9ZB19I,GB/T 3050-2020,18,3500,7500,F4,2023/1/3,300003,Q8,2023/4/1
steel_486,Q245R(R-HIC),0P48PTI,GB/T 1122-2021,25,2700,5000,F4,2023/1/1,500005,Q3,2023/1/1
steel_487,Q345B,CWGB0TK,GB/T 4040-2019,21,2500,5000,F2,2023/1/3,300003,Q8,2023/4/1
steel_488,Q345C,UY71YNR,GB/T 5050-2018,10,2700,5000,F2,2023/1/1,300003,Q5,2023/10/1
steel_489,Q235B,X2ATOY2,GB/T 4040-2019,25,3500,5000,F5,2023/1/1,300003,Q11,2023/7/1
steel_490,Q345R(R-HIC),0P48PTI,GB/T 1122-2021,20,2700,5000,F2,2023/1/2,200002,Q1,2023/1/1
steel_491,Q245A,FHYBE1H,GB/T 1122-2021,8,3500,11500,F2,2023/1/1,300003,Q2,2023/1/1
steel_492,Q345R(R-HIC),KTQMRXF,GB/T 2025-2015,10,3500,7500,F2,2023/1/1,200002,Q4,2023/10/1
steel_493,Q235B,KQNQ0LM,GB/T 3050-2020,10,2700,5000,F2,2023/1/2,200002,Q4,2023/10/1
steel_494,Q245R(R-HIC),NXITJH4,GB/T 3050-2020,8,2700,5000,F6,2023/1/3,300003,Q2,2023/1/1
steel_495,Q345R(R-HIC),2IX13U8,GB/T 4040-2019,25,3500,7500,F2,2023/1/2,300003,Q5,2023/10/1
steel_496,Q235C,H60UCIF,GB/T 5050-2018,16,2700,5000,F5,2023/1/2,300003,Q8,2023/4/1
steel_497,Q345B,8YVXEKN,GB/T 6060-2017,25,2500,11500,F7,2023/1/3,300003,Q2,2023/1/1
steel_498,Q345C,JGW5Z76,GB/T 3050-2020,15,2500,7500,F7,2023/1/1,200002,Q1,2023/1/1
steel_499,Q235B,8YVXEKN,GB/T 2025-2015,8,2700,7500,F3,2023/1/3,300003,Q5,2023/10/1
steel_500,Q345C,RVTOQZG,GB/T 4040-2019,16,3500,7500,F6,2023/1/1,300003,Q5,2023/10/1
steel_501,Q235C,3WKN3HU,GB/T 4040-2019,8,2700,5000,F4,2023/1/1,200002,Q10,2023/7/1
steel_502,Q345R(R-HIC),8YVXEKN,GB/T 6060-2017,16,2700,7500,F1,2023/1/3,500005,Q12,2023/7/1
steel_503,Q345R(R-HIC),MZOA1RK,GB/T 2025-2015,25,2500,7500,F2,2023/1/2,500005,Q12,2023/7/1
steel_504,Q245A,6WDQ0K6,GB/T 5050-2018,18,2500,7500,F3,2023/1/3,200002,Q1,2023/1/1
steel_505,Q235C,FA1K4WR,GB/T 2025-2015,18,3500,5000,F1,2023/1/1,500005,Q9,2023/4/1
steel_506,Q235B,VANO5B8,GB/T 5050-2018,10,2500,7500,F5,2023/1/3,200002,Q10,2023/7/1
steel_507,Q245A,VOV2BEQ,GB/T 2025-2015,8,2500,7500,F7,2023/1/3,300003,Q5,2023/10/1
steel_508,Q345B,3TJ2JZ4,GB/T 2025-2015,8,2500,7500,F3,2023/1/1,300003,Q8,2023/4/1
steel_509,Q245A,R60ELEK,GB/T 1122-2021,18,2700,7500,F5,2023/1/2,500005,Q9,2023/4/1
steel_510,Q235D,72KYO7Z,GB/T 4040-2019,8,3500,7500,F3,2023/1/3,300003,Q2,2023/1/1
steel_511,Q235B,YKSG0LB,GB/T 2025-2015,15,2500,7500,F8,2023/1/1,500005,Q3,2023/1/1
steel_512,Q235D,CQU1C4C,GB/T 6060-2017,18,2700,7500,F5,2023/1/1,500005,Q12,2023/7/1
steel_513,Q235C,KHE3W7A,GB/T 2025-2015,16,2700,7500,F7,2023/1/3,300003,Q11,2023/7/1
steel_514,Q245R(R-HIC),O6P1SOD,GB/T 3050-2020,10,3500,7500,F7,2023/1/2,300003,Q8,2023/4/1
steel_515,Q235D,PWR6GA7,GB/T 4040-2019,10,2500,7500,F6,2023/1/3,500005,Q3,2023/1/1
steel_516,Q345B,CRX5AQ8,GB/T 3050-2020,25,2700,7500,F3,2023/1/2,300003,Q11,2023/7/1
steel_517,Q245A,XUOHVM1,GB/T 4040-2019,20,2700,7500,F2,2023/1/2,200002,Q10,2023/7/1
steel_518,Q245R(R-HIC),MFVA0DI,GB/T 3050-2020,16,3500,11500,F7,2023/1/2,300003,Q5,2023/10/1
steel_519,Q245A,2IX13U8,GB/T 2025-2015,8,2700,7500,F3,2023/1/2,300003,Q5,2023/10/1
steel_520,Q235D,N9CF1ZI,GB/T 2025-2015,25,2500,11500,F6,2023/1/3,200002,Q4,2023/10/1
steel_521,Q245A,0MVYTA0,GB/T 1122-2021,20,2700,7500,F2,2023/1/1,300003,Q8,2023/4/1
steel_522,Q235C,N74PCTP,GB/T 6060-2017,15,2700,7500,F5,2023/1/1,300003,Q5,2023/10/1
steel_523,Q245R(R-HIC),XN9SJHS,GB/T 3050-2020,25,2500,7500,F6,2023/1/1,500005,Q9,2023/4/1
steel_524,Q235C,0QN1TJ2,GB/T 5050-2018,10,3500,5000,F8,2023/1/1,300003,Q2,2023/1/1
steel_525,Q235D,UISISWY,GB/T 1122-2021,18,2500,11500,F2,2023/1/1,300003,Q2,2023/1/1
steel_526,Q235C,GAAGU24,GB/T 3050-2020,20,2700,7500,F3,2023/1/1,200002,Q10,2023/7/1
steel_527,Q345B,N9CF1ZI,GB/T 3050-2020,10,2700,5000,F7,2023/1/3,500005,Q6,2023/10/1
steel_528,Q235D,KBCEYCI,GB/T 1122-2021,25,2700,7500,F7,2023/1/2,500005,Q3,2023/1/1
steel_529,Q235D,H3QO1NG,GB/T 2025-2015,20,2700,11500,F3,2023/1/1,500005,Q3,2023/1/1
steel_530,Q235D,18L9LKP,GB/T 3050-2020,18,3500,5000,F3,2023/1/3,300003,Q2,2023/1/1
steel_531,Q235B,87STL9J,GB/T 2025-2015,10,2700,7500,F3,2023/1/1,500005,Q9,2023/4/1
steel_532,Q245A,F5SGWDY,GB/T 1122-2021,8,2700,7500,F4,2023/1/1,200002,Q7,2023/4/1
steel_533,Q235B,LQN79VT,GB/T 2025-2015,15,2700,7500,F2,2023/1/2,500005,Q9,2023/4/1
steel_534,Q235B,Q4IJWB6,GB/T 4040-2019,20,2700,7500,F7,2023/1/2,200002,Q10,2023/7/1
steel_535,Q345B,X4B4V36,GB/T 5050-2018,10,2500,5000,F2,2023/1/2,500005,Q6,2023/10/1
steel_536,Q245R(R-HIC),F5SGWDY,GB/T 3050-2020,18,2700,5000,F6,2023/1/1,500005,Q9,2023/4/1
steel_537,Q245A,7SM6KVU,GB/T 6060-2017,20,3500,7500,F7,2023/1/1,200002,Q7,2023/4/1
steel_538,Q235C,SHL66DZ,GB/T 5050-2018,8,2500,7500,F4,2023/1/1,500005,Q12,2023/7/1
steel_539,Q345R(R-HIC),NPTQH1M,GB/T 2025-2015,20,2700,11500,F3,2023/1/2,500005,Q12,2023/7/1
steel_540,Q235D,DUW3AU4,GB/T 3050-2020,8,3500,5000,F8,2023/1/3,500005,Q12,2023/7/1
steel_541,Q235C,H3QO1NG,GB/T 2025-2015,25,2500,7500,F3,2023/1/1,300003,Q5,2023/10/1
steel_542,Q235D,8YCRZ0U,GB/T 4040-2019,16,2700,5000,F5,2023/1/1,200002,Q4,2023/10/1
steel_543,Q345B,979YRZV,GB/T 1122-2021,10,2700,5000,F3,2023/1/1,500005,Q12,2023/7/1
steel_544,Q235D,RA3VNVC,GB/T 3050-2020,15,2700,7500,F4,2023/1/3,200002,Q7,2023/4/1
steel_545,Q235B,V9NRN6N,GB/T 4040-2019,16,2500,7500,F2,2023/1/1,200002,Q1,2023/1/1
steel_546,Q245A,0MVYTA0,GB/T 4040-2019,20,2500,7500,F7,2023/1/3,200002,Q7,2023/4/1
steel_547,Q345R(R-HIC),5BQX6VN,GB/T 3050-2020,20,2700,11500,F3,2023/1/1,500005,Q6,2023/10/1
steel_548,Q345C,SHL66DZ,GB/T 2025-2015,18,2700,7500,F7,2023/1/3,500005,Q3,2023/1/1
steel_549,Q235D,Y919H41,GB/T 6060-2017,8,2700,11500,F1,2023/1/1,200002,Q1,2023/1/1
steel_550,Q235C,YKSG0LB,GB/T 4040-2019,10,2700,7500,F6,2023/1/2,300003,Q5,2023/10/1
steel_551,Q235B,8IQWCMR,GB/T 5050-2018,8,2500,7500,F2,2023/1/2,200002,Q1,2023/1/1
steel_552,Q345C,X2ATOY2,GB/T 4040-2019,18,2700,7500,F7,2023/1/2,300003,Q2,2023/1/1
steel_553,Q345R(R-HIC),91N3B13,GB/T 6060-2017,25,2500,7500,F8,2023/1/2,200002,Q10,2023/7/1
steel_554,Q345C,LQN79VT,GB/T 2025-2015,16,3500,5000,F6,2023/1/1,200002,Q4,2023/10/1
steel_555,Q235B,87STL9J,GB/T 2025-2015,10,2700,7500,F5,2023/1/2,200002,Q1,2023/1/1
steel_556,Q245A,P4HCFYR,GB/T 5050-2018,18,2700,5000,F5,2023/1/3,500005,Q12,2023/7/1
steel_557,Q245A,0R5F5QR,GB/T 4040-2019,21,3500,7500,F8,2023/1/2,300003,Q11,2023/7/1
steel_558,Q245R(R-HIC),SS5F6F1,GB/T 2025-2015,20,2500,7500,F3,2023/1/2,300003,Q5,2023/10/1
steel_559,Q245A,FA1K4WR,GB/T 6060-2017,25,2700,5000,F6,2023/1/2,200002,Q7,2023/4/1
steel_560,Q245R(R-HIC),F5SGWDY,GB/T 3050-2020,10,2500,5000,F7,2023/1/1,500005,Q3,2023/1/1
steel_561,Q345C,V9JRFBM,GB/T 1122-2021,10,3500,11500,F6,2023/1/2,500005,Q3,2023/1/1
steel_562,Q345B,4QD4SBI,GB/T 1122-2021,25,2500,7500,F3,2023/1/3,300003,Q8,2023/4/1
steel_563,Q235C,D4YLR31,GB/T 1122-2021,20,2700,5000,F4,2023/1/2,500005,Q6,2023/10/1
steel_564,Q235C,X4B4V36,GB/T 4040-2019,15,3500,7500,F2,2023/1/2,300003,Q8,2023/4/1
steel_565,Q345C,OYJ1KIP,GB/T 5050-2018,20,2500,7500,F8,2023/1/2,300003,Q8,2023/4/1
steel_566,Q235D,3KX4URW,GB/T 2025-2015,21,2700,7500,F3,2023/1/3,300003,Q5,2023/10/1
steel_567,Q235D,P4HCFYR,GB/T 3050-2020,18,2700,11500,F4,2023/1/2,500005,Q9,2023/4/1
steel_568,Q245A,DIKE2AD,GB/T 6060-2017,20,2700,7500,F6,2023/1/3,300003,Q11,2023/7/1
steel_569,Q235C,B04H2H3,GB/T 3050-2020,15,2500,7500,F6,2023/1/3,300003,Q8,2023/4/1
steel_570,Q235C,KHE3W7A,GB/T 6060-2017,18,2500,7500,F3,2023/1/2,200002,Q4,2023/10/1
steel_571,Q245R(R-HIC),D4YLR31,GB/T 4040-2019,18,2500,7500,F7,2023/1/3,300003,Q11,2023/7/1
steel_572,Q345B,C88GXCR,GB/T 1122-2021,21,3500,5000,F6,2023/1/1,300003,Q11,2023/7/1
steel_573,Q235B,C9ZB19I,GB/T 4040-2019,21,2700,5000,F7,2023/1/2,200002,Q4,2023/10/1
steel_574,Q235D,7ZQ98XH,GB/T 5050-2018,21,2500,5000,F7,2023/1/2,200002,Q10,2023/7/1
steel_575,Q235C,KBCEYCI,GB/T 5050-2018,8,2700,7500,F2,2023/1/3,500005,Q3,2023/1/1
steel_576,Q245R(R-HIC),OMYQBHG,GB/T 6060-2017,20,2700,7500,F7,2023/1/3,300003,Q11,2023/7/1
steel_577,Q345R(R-HIC),SS5F6F1,GB/T 2025-2015,20,2500,7500,F1,2023/1/2,500005,Q9,2023/4/1
steel_578,Q245R(R-HIC),FHYBE1H,GB/T 2025-2015,20,2700,11500,F2,2023/1/1,500005,Q9,2023/4/1
steel_579,Q235D,Z2OJP25,GB/T 6060-2017,20,2500,7500,F4,2023/1/3,200002,Q7,2023/4/1
steel_580,Q235D,X2ATOY2,GB/T 5050-2018,21,2500,5000,F4,2023/1/3,500005,Q3,2023/1/1
steel_581,Q245R(R-HIC),7IX24X6,GB/T 5050-2018,16,2700,5000,F6,2023/1/1,300003,Q2,2023/1/1
steel_582,Q235B,SECBIFE,GB/T 5050-2018,16,2500,7500,F6,2023/1/1,200002,Q7,2023/4/1
steel_583,Q345C,FA1K4WR,GB/T 4040-2019,8,2700,7500,F7,2023/1/2,300003,Q8,2023/4/1
steel_584,Q235D,3A1RRGN,GB/T 5050-2018,16,2700,7500,F2,2023/1/1,300003,Q2,2023/1/1
steel_585,Q245R(R-HIC),D258TC6,GB/T 3050-2020,20,2700,7500,F2,2023/1/2,200002,Q7,2023/4/1
steel_586,Q235C,RA9VXLL,GB/T 1122-2021,21,2700,5000,F1,2023/1/1,300003,Q2,2023/1/1
steel_587,Q245R(R-HIC),95IQ4Z7,GB/T 5050-2018,10,2700,7500,F7,2023/1/3,200002,Q10,2023/7/1
steel_588,Q345B,YQF68EE,GB/T 6060-2017,8,3500,7500,F1,2023/1/2,300003,Q11,2023/7/1
steel_589,Q345C,O6P1SOD,GB/T 1122-2021,20,2700,7500,F5,2023/1/2,200002,Q7,2023/4/1
steel_590,Q345R(R-HIC),HC01IZP,GB/T 4040-2019,8,2700,5000,F7,2023/1/2,500005,Q6,2023/10/1
steel_591,Q235B,6E4XD2W,GB/T 6060-2017,10,2700,7500,F8,2023/1/1,300003,Q2,2023/1/1
steel_592,Q245A,UILQU2Z,GB/T 1122-2021,8,2700,5000,F8,2023/1/3,200002,Q4,2023/10/1
steel_593,Q345R(R-HIC),QKZDI4E,GB/T 6060-2017,10,2500,11500,F3,2023/1/2,300003,Q8,2023/4/1
steel_594,Q345C,E0QBYRP,GB/T 4040-2019,10,2500,5000,F7,2023/1/2,300003,Q2,2023/1/1
steel_595,Q345C,7L4C3CK,GB/T 3050-2020,16,2500,7500,F2,2023/1/2,300003,Q5,2023/10/1
steel_596,Q345C,K5POY1K,GB/T 4040-2019,16,3500,7500,F6,2023/1/2,200002,Q10,2023/7/1
steel_597,Q345R(R-HIC),UJVZH9X,GB/T 4040-2019,25,2700,11500,F4,2023/1/3,500005,Q9,2023/4/1
steel_598,Q235C,SLFOJTB,GB/T 6060-2017,18,3500,5000,F3,2023/1/1,500005,Q3,2023/1/1
steel_599,Q345C,0R5F5QR,GB/T 2025-2015,20,2700,5000,F6,2023/1/3,500005,Q3,2023/1/1
steel_600,Q245R(R-HIC),EGZ369S,GB/T 5050-2018,8,2700,5000,F8,2023/1/2,200002,Q7,2023/4/1
steel_601,Q345R(R-HIC),V9JRFBM,GB/T 5050-2018,10,2500,5000,F7,2023/1/3,500005,Q12,2023/7/1
steel_602,Q245A,8SB016D,GB/T 3050-2020,20,2700,5000,F3,2023/1/2,200002,Q1,2023/1/1
steel_603,Q345C,621MUFR,GB/T 3050-2020,8,2700,7500,F7,2023/1/1,300003,Q2,2023/1/1
steel_604,Q245R(R-HIC),DIKDCW1,GB/T 5050-2018,16,3500,5000,F8,2023/1/1,300003,Q8,2023/4/1
steel_605,Q235C,KTQMRXF,GB/T 2025-2015,18,2500,5000,F3,2023/1/1,500005,Q3,2023/1/1
steel_606,Q345B,88FN82V,GB/T 5050-2018,18,2700,7500,F8,2023/1/2,200002,Q10,2023/7/1
steel_607,Q235C,CXWNNG5,GB/T 2025-2015,8,2700,7500,F1,2023/1/3,300003,Q5,2023/10/1
steel_608,Q245A,UY71YNR,GB/T 3050-2020,15,2700,7500,F8,2023/1/1,200002,Q7,2023/4/1
steel_609,Q345C,6WDQ0K6,GB/T 1122-2021,20,2700,5000,F2,2023/1/2,200002,Q10,2023/7/1
steel_610,Q245A,CXWNNG5,GB/T 6060-2017,8,2700,11500,F2,2023/1/2,300003,Q5,2023/10/1
steel_611,Q345R(R-HIC),R3X73GM,GB/T 3050-2020,20,2500,5000,F7,2023/1/3,200002,Q7,2023/4/1
steel_612,Q235D,IOKUB9A,GB/T 3050-2020,20,2700,7500,F4,2023/1/1,300003,Q11,2023/7/1
steel_613,Q345C,FJO3YY7,GB/T 4040-2019,25,2700,7500,F8,2023/1/2,300003,Q11,2023/7/1
steel_614,Q235D,72KYO7Z,GB/T 4040-2019,10,3500,5000,F6,2023/1/3,300003,Q5,2023/10/1
steel_615,Q245R(R-HIC),5USN2VI,GB/T 4040-2019,21,2700,11500,F2,2023/1/1,200002,Q4,2023/10/1
steel_616,Q345B,AJK6SED,GB/T 6060-2017,18,2500,5000,F5,2023/1/3,300003,Q11,2023/7/1
steel_617,Q235B,QKLWHZ9,GB/T 4040-2019,15,2500,5000,F4,2023/1/3,200002,Q10,2023/7/1
steel_618,Q245A,DIKE2AD,GB/T 2025-2015,8,3500,7500,F1,2023/1/2,300003,Q11,2023/7/1
steel_619,Q235C,O2X92JX,GB/T 5050-2018,20,2700,7500,F3,2023/1/2,300003,Q11,2023/7/1
steel_620,Q345B,SHL66DZ,GB/T 1122-2021,10,3500,7500,F3,2023/1/2,500005,Q12,2023/7/1
steel_621,Q345C,HC01IZP,GB/T 3050-2020,15,2500,5000,F2,2023/1/3,500005,Q3,2023/1/1
steel_622,Q235D,H3QO1NG,GB/T 2025-2015,8,2700,7500,F4,2023/1/2,500005,Q9,2023/4/1
steel_623,Q235C,NM4OMFX,GB/T 1122-2021,21,2700,7500,F2,2023/1/3,200002,Q4,2023/10/1
steel_624,Q235D,F5SGWDY,GB/T 2025-2015,21,3500,5000,F3,2023/1/3,200002,Q1,2023/1/1
steel_625,Q345R(R-HIC),7SM6KVU,GB/T 2025-2015,20,2500,5000,F5,2023/1/2,300003,Q8,2023/4/1
steel_626,Q235D,DF8AJZJ,GB/T 3050-2020,15,2700,5000,F8,2023/1/1,300003,Q2,2023/1/1
steel_627,Q345R(R-HIC),BW645ZG,GB/T 5050-2018,10,2700,5000,F4,2023/1/1,300003,Q5,2023/10/1
steel_628,Q245R(R-HIC),X4B4V36,GB/T 4040-2019,20,2500,7500,F7,2023/1/1,300003,Q8,2023/4/1
steel_629,Q235C,8EP6F5U,GB/T 6060-2017,16,2700,7500,F8,2023/1/3,200002,Q7,2023/4/1
steel_630,Q235C,VANO5B8,GB/T 5050-2018,10,2700,11500,F8,2023/1/3,300003,Q2,2023/1/1
steel_631,Q235B,EGZ369S,GB/T 6060-2017,20,3500,7500,F8,2023/1/3,300003,Q8,2023/4/1
steel_632,Q345C,4LDID7Q,GB/T 3050-2020,25,2700,7500,F7,2023/1/2,500005,Q9,2023/4/1
steel_633,Q345R(R-HIC),NWI1M3X,GB/T 3050-2020,20,2500,5000,F5,2023/1/3,300003,Q11,2023/7/1
steel_634,Q235B,NJZOXYQ,GB/T 3050-2020,20,2500,7500,F1,2023/1/2,300003,Q8,2023/4/1
steel_635,Q235D,DIKE2AD,GB/T 1122-2021,25,2700,5000,F5,2023/1/2,300003,Q2,2023/1/1
steel_636,Q235D,DUW3AU4,GB/T 6060-2017,10,2500,5000,F5,2023/1/1,200002,Q10,2023/7/1
steel_637,Q235B,50IHPKL,GB/T 5050-2018,18,2700,7500,F5,2023/1/1,500005,Q12,2023/7/1
steel_638,Q235C,3GVSNY9,GB/T 5050-2018,25,2700,11500,F6,2023/1/1,300003,Q11,2023/7/1
steel_639,Q235D,QWEFIIX,GB/T 2025-2015,10,3500,7500,F2,2023/1/2,300003,Q8,2023/4/1
steel_640,Q245A,64ZVC5J,GB/T 2025-2015,20,3500,5000,F3,2023/1/2,500005,Q12,2023/7/1
steel_641,Q245R(R-HIC),RA9VXLL,GB/T 2025-2015,18,2700,5000,F2,2023/1/2,300003,Q8,2023/4/1
steel_642,Q245R(R-HIC),V9NRN6N,GB/T 3050-2020,18,3500,5000,F4,2023/1/3,200002,Q10,2023/7/1
steel_643,Q245A,O6P1SOD,GB/T 5050-2018,20,2700,7500,F5,2023/1/2,300003,Q8,2023/4/1
steel_644,Q235B,UISISWY,GB/T 6060-2017,25,2700,7500,F1,2023/1/1,200002,Q4,2023/10/1
steel_645,Q245A,KRVFHUF,GB/T 3050-2020,21,2500,11500,F4,2023/1/1,200002,Q7,2023/4/1
steel_646,Q345R(R-HIC),O6P1SOD,GB/T 1122-2021,8,2700,5000,F2,2023/1/2,300003,Q5,2023/10/1
steel_647,Q345R(R-HIC),87X4DD2,GB/T 2025-2015,21,2700,7500,F3,2023/1/2,500005,Q12,2023/7/1
steel_648,Q235B,B3L02BV,GB/T 3050-2020,10,3500,7500,F7,2023/1/1,200002,Q1,2023/1/1
steel_649,Q245A,KQ891BC,GB/T 3050-2020,15,2700,7500,F2,2023/1/2,500005,Q9,2023/4/1
steel_650,Q345R(R-HIC),SGLV0IX,GB/T 1122-2021,16,3500,7500,F8,2023/1/1,300003,Q2,2023/1/1
steel_651,Q235C,0MVYTA0,GB/T 4040-2019,16,2700,7500,F2,2023/1/3,200002,Q4,2023/10/1
steel_652,Q245A,Z54FGX4,GB/T 5050-2018,16,2500,7500,F8,2023/1/1,300003,Q8,2023/4/1
steel_653,Q235C,KRVFHUF,GB/T 6060-2017,25,3500,5000,F7,2023/1/3,500005,Q9,2023/4/1
steel_654,Q345R(R-HIC),O1HPDT0,GB/T 4040-2019,20,2700,7500,F2,2023/1/2,300003,Q8,2023/4/1
steel_655,Q245R(R-HIC),64ZVC5J,GB/T 2025-2015,20,2700,5000,F1,2023/1/2,300003,Q8,2023/4/1
steel_656,Q345R(R-HIC),1K5BJFG,GB/T 3050-2020,8,2700,7500,F1,2023/1/3,200002,Q10,2023/7/1
steel_657,Q235C,BTCXT0R,GB/T 1122-2021,25,2500,7500,F4,2023/1/2,300003,Q2,2023/1/1
steel_658,Q345B,621MUFR,GB/T 1122-2021,25,2700,7500,F7,2023/1/3,300003,Q5,2023/10/1
steel_659,Q345C,VOV2BEQ,GB/T 5050-2018,21,2700,11500,F5,2023/1/2,300003,Q8,2023/4/1
steel_660,Q235D,ZE9E4AH,GB/T 4040-2019,8,2700,7500,F1,2023/1/1,200002,Q4,2023/10/1
steel_661,Q245A,4LDID7Q,GB/T 5050-2018,8,3500,7500,F2,2023/1/2,500005,Q6,2023/10/1
steel_662,Q345B,OMYQBHG,GB/T 3050-2020,10,2700,7500,F7,2023/1/1,500005,Q3,2023/1/1
steel_663,Q345R(R-HIC),X4B4V36,GB/T 5050-2018,8,2500,7500,F3,2023/1/1,300003,Q8,2023/4/1
steel_664,Q245R(R-HIC),S1LBNWS,GB/T 6060-2017,16,2700,7500,F8,2023/1/3,200002,Q4,2023/10/1
steel_665,Q235B,9WTGGC8,GB/T 1122-2021,25,3500,7500,F2,2023/1/2,300003,Q11,2023/7/1
steel_666,Q345R(R-HIC),LG941RX,GB/T 1122-2021,16,2500,7500,F8,2023/1/3,500005,Q3,2023/1/1
steel_667,Q245R(R-HIC),3TJ2JZ4,GB/T 2025-2015,8,2500,11500,F8,2023/1/2,200002,Q10,2023/7/1
steel_668,Q345C,9WTGGC8,GB/T 2025-2015,15,2500,11500,F5,2023/1/1,500005,Q3,2023/1/1
steel_669,Q345R(R-HIC),H60UCIF,GB/T 3050-2020,8,2500,7500,F7,2023/1/1,500005,Q12,2023/7/1
steel_670,Q235C,V9NRN6N,GB/T 6060-2017,8,2700,5000,F7,2023/1/2,200002,Q7,2023/4/1
steel_671,Q235B,B3L02BV,GB/T 4040-2019,10,2700,5000,F4,2023/1/2,200002,Q7,2023/4/1
